menu_item_name,quantity,total_price,sale_date,order_id,day_of_week,hour_of_day
Espresso,1,4.0,2026-02-27 12:22:00,ORD-01971,Friday,12
Rigatoni Bolognese,1,20.0,2026-02-27 12:10:00,ORD-01971,Friday,12
Prosciutto e Rucola,2,40.0,2026-02-27 12:59:00,ORD-01971,Friday,12
Aperol Spritz,1,14.0,2026-02-27 12:41:00,ORD-01971,Friday,12
Panna Cotta,1,10.0,2026-02-27 12:55:00,ORD-01971,Friday,12
Cacio e Pepe,1,17.0,2026-02-27 12:03:00,ORD-01972,Friday,12
Burrata Caprese,1,16.0,2026-02-27 12:31:00,ORD-01972,Friday,12
House Red Wine,1,12.0,2026-02-27 12:53:00,ORD-01972,Friday,12
Rigatoni Bolognese,1,20.0,2026-02-27 12:06:00,ORD-01972,Friday,12
Affogato,1,8.0,2026-02-27 12:10:00,ORD-01972,Friday,12
Margherita Pizza,1,16.0,2026-02-27 12:19:00,ORD-01973,Friday,12
Caesar Salad,1,13.0,2026-02-27 12:40:00,ORD-01973,Friday,12
Limoncello,2,18.0,2026-02-27 12:09:00,ORD-01973,Friday,12
Panna Cotta,1,10.0,2026-02-27 12:34:00,ORD-01973,Friday,12
Cacio e Pepe,1,17.0,2026-02-27 12:59:00,ORD-01974,Friday,12
Tiramisu,1,12.0,2026-02-27 12:13:00,ORD-01974,Friday,12
Calamari Fritti,1,14.0,2026-02-27 12:50:00,ORD-01975,Friday,12
Linguine alle Vongole,1,22.0,2026-02-27 12:18:00,ORD-01975,Friday,12
House Red Wine,1,12.0,2026-02-27 12:53:00,ORD-01975,Friday,12
Aperol Spritz,1,14.0,2026-02-27 12:03:00,ORD-01976,Friday,12
Tiramisu,1,12.0,2026-02-27 12:19:00,ORD-01976,Friday,12
Chicken Parmigiana,1,24.0,2026-02-27 12:27:00,ORD-01976,Friday,12
Calamari Fritti,1,14.0,2026-02-27 12:28:00,ORD-01977,Friday,12
Linguine alle Vongole,1,22.0,2026-02-27 12:10:00,ORD-01977,Friday,12
House Red Wine,1,12.0,2026-02-27 12:59:00,ORD-01977,Friday,12
Chocolate Lava Cake,1,13.0,2026-02-27 12:02:00,ORD-01977,Friday,12
Margherita Pizza,1,16.0,2026-02-27 12:51:00,ORD-01978,Friday,12
Aperol Spritz,1,14.0,2026-02-27 12:08:00,ORD-01978,Friday,12
Calamari Fritti,1,14.0,2026-02-27 13:01:00,ORD-01979,Friday,13
Chocolate Lava Cake,1,13.0,2026-02-27 13:31:00,ORD-01979,Friday,13
Limoncello,1,9.0,2026-02-27 13:21:00,ORD-01979,Friday,13
Tiramisu,1,12.0,2026-02-27 13:49:00,ORD-01980,Friday,13
Quattro Formaggi,1,19.0,2026-02-27 13:28:00,ORD-01980,Friday,13
Margherita Pizza,1,16.0,2026-02-27 13:05:00,ORD-01980,Friday,13
Diavola Pizza,1,18.0,2026-02-27 13:02:00,ORD-01981,Friday,13
Aperol Spritz,1,14.0,2026-02-27 13:30:00,ORD-01981,Friday,13
Cannoli,2,18.0,2026-02-27 13:41:00,ORD-01981,Friday,13
Chicken Parmigiana,2,48.0,2026-02-27 13:45:00,ORD-01982,Friday,13
Carpaccio di Manzo,1,17.0,2026-02-27 13:00:00,ORD-01983,Friday,13
Chicken Parmigiana,1,24.0,2026-02-27 13:19:00,ORD-01983,Friday,13
Quattro Formaggi,1,19.0,2026-02-27 13:03:00,ORD-01983,Friday,13
Espresso,2,8.0,2026-02-27 13:09:00,ORD-01983,Friday,13
Eggplant Parmigiana,1,18.0,2026-02-27 13:00:00,ORD-01984,Friday,13
Caesar Salad,1,13.0,2026-02-27 13:11:00,ORD-01984,Friday,13
Panna Cotta,1,10.0,2026-02-27 13:37:00,ORD-01984,Friday,13
Cappuccino,1,5.5,2026-02-27 13:05:00,ORD-01984,Friday,13
Prosciutto e Rucola,2,40.0,2026-02-27 13:46:00,ORD-01985,Friday,13
House Red Wine,1,12.0,2026-02-27 13:17:00,ORD-01985,Friday,13
Panna Cotta,1,10.0,2026-02-27 13:52:00,ORD-01985,Friday,13
Osso Buco,1,34.0,2026-02-27 13:20:00,ORD-01986,Friday,13
Margherita Pizza,1,16.0,2026-02-27 13:59:00,ORD-01986,Friday,13
Diavola Pizza,1,18.0,2026-02-27 13:26:00,ORD-01986,Friday,13
Burrata Caprese,1,16.0,2026-02-27 13:01:00,ORD-01987,Friday,13
Rigatoni Bolognese,2,40.0,2026-02-27 13:43:00,ORD-01987,Friday,13
Tiramisu,1,12.0,2026-02-27 13:22:00,ORD-01987,Friday,13
Cappuccino,1,5.5,2026-02-27 13:07:00,ORD-01988,Friday,13
Chicken Parmigiana,1,24.0,2026-02-27 13:59:00,ORD-01988,Friday,13
Chocolate Lava Cake,1,13.0,2026-02-27 13:59:00,ORD-01988,Friday,13
Burrata Caprese,2,32.0,2026-02-27 14:44:00,ORD-01989,Friday,14
Rigatoni Bolognese,1,20.0,2026-02-27 14:38:00,ORD-01989,Friday,14
Tiramisu,1,12.0,2026-02-27 14:56:00,ORD-01989,Friday,14
Osso Buco,1,34.0,2026-02-27 14:08:00,ORD-01990,Friday,14
Aperol Spritz,1,14.0,2026-02-27 14:24:00,ORD-01990,Friday,14
Espresso,1,4.0,2026-02-27 14:42:00,ORD-01991,Friday,14
Caesar Salad,1,13.0,2026-02-27 14:05:00,ORD-01991,Friday,14
House Red Wine,2,24.0,2026-02-27 14:07:00,ORD-01991,Friday,14
Margherita Pizza,1,16.0,2026-02-27 14:31:00,ORD-01991,Friday,14
Chicken Parmigiana,1,24.0,2026-02-27 14:27:00,ORD-01992,Friday,14
House Red Wine,1,12.0,2026-02-27 14:03:00,ORD-01992,Friday,14
Tiramisu,1,12.0,2026-02-27 14:47:00,ORD-01992,Friday,14
Eggplant Parmigiana,2,36.0,2026-02-27 14:40:00,ORD-01993,Friday,14
Pizza Bianca,1,17.0,2026-02-27 14:12:00,ORD-01993,Friday,14
Caesar Salad,1,13.0,2026-02-27 14:07:00,ORD-01994,Friday,14
Aperol Spritz,1,14.0,2026-02-27 14:33:00,ORD-01994,Friday,14
House Red Wine,1,12.0,2026-02-27 14:17:00,ORD-01994,Friday,14
Penne Arrabbiata,1,16.0,2026-02-27 17:47:00,ORD-01995,Friday,17
Insalata Mista,1,11.0,2026-02-27 17:43:00,ORD-01995,Friday,17
Affogato,2,16.0,2026-02-27 17:09:00,ORD-01995,Friday,17
Cappuccino,2,11.0,2026-02-27 17:22:00,ORD-01995,Friday,17
Tiramisu,1,12.0,2026-02-27 17:33:00,ORD-01996,Friday,17
Cappuccino,1,5.5,2026-02-27 17:50:00,ORD-01996,Friday,17
Penne Arrabbiata,1,16.0,2026-02-27 17:07:00,ORD-01997,Friday,17
Insalata Mista,1,11.0,2026-02-27 17:00:00,ORD-01997,Friday,17
Affogato,1,8.0,2026-02-27 17:36:00,ORD-01997,Friday,17
Spaghetti Carbonara,2,38.0,2026-02-27 17:05:00,ORD-01998,Friday,17
Bruschetta Trio,1,12.5,2026-02-27 17:48:00,ORD-01998,Friday,17
Aperol Spritz,1,14.0,2026-02-27 17:09:00,ORD-01998,Friday,17
Panna Cotta,1,10.0,2026-02-27 17:08:00,ORD-01998,Friday,17
Lobster Ravioli,2,56.0,2026-02-27 17:36:00,ORD-01999,Friday,17
House Red Wine,1,12.0,2026-02-27 17:47:00,ORD-01999,Friday,17
Margherita Pizza,1,16.0,2026-02-27 17:53:00,ORD-02000,Friday,17
Cappuccino,2,11.0,2026-02-27 17:52:00,ORD-02001,Friday,17
Caesar Salad,1,13.0,2026-02-27 17:37:00,ORD-02001,Friday,17
House Red Wine,1,12.0,2026-02-27 17:43:00,ORD-02001,Friday,17
Veal Piccata,1,29.0,2026-02-27 17:27:00,ORD-02001,Friday,17
Chocolate Lava Cake,1,13.0,2026-02-27 17:06:00,ORD-02001,Friday,17
Spaghetti Carbonara,1,19.0,2026-02-27 18:16:00,ORD-02002,Friday,18
Osso Buco,1,34.0,2026-02-27 18:09:00,ORD-02002,Friday,18
Penne Arrabbiata,1,16.0,2026-02-27 18:51:00,ORD-02002,Friday,18
Margherita Pizza,1,16.0,2026-02-27 18:23:00,ORD-02003,Friday,18
Caesar Salad,1,13.0,2026-02-27 18:48:00,ORD-02003,Friday,18
House Red Wine,1,12.0,2026-02-27 18:26:00,ORD-02003,Friday,18
Calamari Fritti,2,28.0,2026-02-27 18:17:00,ORD-02004,Friday,18
Diavola Pizza,2,36.0,2026-02-27 18:27:00,ORD-02004,Friday,18
Spaghetti Carbonara,1,19.0,2026-02-27 18:08:00,ORD-02005,Friday,18
Caesar Salad,1,13.0,2026-02-27 18:34:00,ORD-02005,Friday,18
Cappuccino,2,11.0,2026-02-27 18:44:00,ORD-02005,Friday,18
Espresso,2,8.0,2026-02-27 18:09:00,ORD-02006,Friday,18
Prosciutto e Rucola,2,40.0,2026-02-27 18:25:00,ORD-02006,Friday,18
Calamari Fritti,1,14.0,2026-02-27 18:33:00,ORD-02006,Friday,18
Panna Cotta,1,10.0,2026-02-27 18:56:00,ORD-02006,Friday,18
Margherita Pizza,1,16.0,2026-02-27 18:14:00,ORD-02007,Friday,18
Aperol Spritz,1,14.0,2026-02-27 18:22:00,ORD-02007,Friday,18
Penne Arrabbiata,1,16.0,2026-02-27 18:18:00,ORD-02008,Friday,18
Chocolate Lava Cake,1,13.0,2026-02-27 18:39:00,ORD-02008,Friday,18
Aperol Spritz,1,14.0,2026-02-27 18:49:00,ORD-02008,Friday,18
Arancini,1,11.0,2026-02-27 18:11:00,ORD-02009,Friday,18
Cappuccino,1,5.5,2026-02-27 18:20:00,ORD-02009,Friday,18
Bruschetta Trio,2,25.0,2026-02-27 18:07:00,ORD-02010,Friday,18
Spaghetti Carbonara,2,38.0,2026-02-27 18:03:00,ORD-02010,Friday,18
House Red Wine,1,12.0,2026-02-27 18:11:00,ORD-02010,Friday,18
Margherita Pizza,1,16.0,2026-02-27 18:08:00,ORD-02011,Friday,18
Aperol Spritz,1,14.0,2026-02-27 18:33:00,ORD-02011,Friday,18
Bruschetta Trio,2,25.0,2026-02-27 18:12:00,ORD-02012,Friday,18
Spaghetti Carbonara,2,38.0,2026-02-27 18:08:00,ORD-02012,Friday,18
House Red Wine,1,12.0,2026-02-27 18:59:00,ORD-02012,Friday,18
Cannoli,1,9.0,2026-02-27 18:04:00,ORD-02012,Friday,18
Cannoli,1,9.0,2026-02-27 18:31:00,ORD-02013,Friday,18
Limoncello,1,9.0,2026-02-27 18:27:00,ORD-02013,Friday,18
Eggplant Parmigiana,1,18.0,2026-02-27 18:46:00,ORD-02014,Friday,18
Pizza Bianca,1,17.0,2026-02-27 18:56:00,ORD-02014,Friday,18
Caesar Salad,2,26.0,2026-02-27 18:54:00,ORD-02015,Friday,18
Chicken Parmigiana,1,24.0,2026-02-27 18:24:00,ORD-02015,Friday,18
Espresso,1,4.0,2026-02-27 18:01:00,ORD-02015,Friday,18
Tiramisu,1,12.0,2026-02-27 18:05:00,ORD-02015,Friday,18
Bruschetta Trio,1,12.5,2026-02-27 18:40:00,ORD-02016,Friday,18
Spaghetti Carbonara,2,38.0,2026-02-27 18:46:00,ORD-02016,Friday,18
House Red Wine,1,12.0,2026-02-27 18:54:00,ORD-02016,Friday,18
Margherita Pizza,1,16.0,2026-02-27 19:26:00,ORD-02017,Friday,19
Aperol Spritz,1,14.0,2026-02-27 19:10:00,ORD-02017,Friday,19
House Red Wine,2,24.0,2026-02-27 19:25:00,ORD-02018,Friday,19
Affogato,1,8.0,2026-02-27 19:00:00,ORD-02018,Friday,19
Chicken Parmigiana,1,24.0,2026-02-27 19:54:00,ORD-02018,Friday,19
Panna Cotta,2,20.0,2026-02-27 19:17:00,ORD-02019,Friday,19
Panzanella,2,28.0,2026-02-27 19:59:00,ORD-02019,Friday,19
Carpaccio di Manzo,1,17.0,2026-02-27 19:39:00,ORD-02020,Friday,19
Linguine alle Vongole,1,22.0,2026-02-27 19:29:00,ORD-02020,Friday,19
Calamari Fritti,1,14.0,2026-02-27 19:30:00,ORD-02021,Friday,19
Prosciutto e Rucola,2,40.0,2026-02-27 19:09:00,ORD-02021,Friday,19
Diavola Pizza,1,18.0,2026-02-27 19:20:00,ORD-02021,Friday,19
Aperol Spritz,2,28.0,2026-02-27 19:51:00,ORD-02021,Friday,19
Panna Cotta,1,10.0,2026-02-27 19:03:00,ORD-02021,Friday,19
Calamari Fritti,1,14.0,2026-02-27 19:09:00,ORD-02022,Friday,19
Linguine alle Vongole,2,44.0,2026-02-27 19:09:00,ORD-02022,Friday,19
House Red Wine,1,12.0,2026-02-27 19:50:00,ORD-02022,Friday,19
Fettuccine Alfredo,1,18.0,2026-02-27 19:25:00,ORD-02023,Friday,19
Burrata Caprese,1,16.0,2026-02-27 19:17:00,ORD-02023,Friday,19
Affogato,1,8.0,2026-02-27 19:41:00,ORD-02023,Friday,19
Espresso,1,4.0,2026-02-27 19:49:00,ORD-02023,Friday,19
Penne Arrabbiata,1,16.0,2026-02-27 19:34:00,ORD-02024,Friday,19
Insalata Mista,1,11.0,2026-02-27 19:33:00,ORD-02024,Friday,19
Affogato,1,8.0,2026-02-27 19:15:00,ORD-02024,Friday,19
Penne Arrabbiata,1,16.0,2026-02-27 19:50:00,ORD-02025,Friday,19
Insalata Mista,1,11.0,2026-02-27 19:55:00,ORD-02025,Friday,19
Affogato,2,16.0,2026-02-27 19:51:00,ORD-02025,Friday,19
Cappuccino,1,5.5,2026-02-27 19:04:00,ORD-02025,Friday,19
Cappuccino,1,5.5,2026-02-27 19:55:00,ORD-02026,Friday,19
Quattro Formaggi,1,19.0,2026-02-27 19:22:00,ORD-02026,Friday,19
Tiramisu,1,12.0,2026-02-27 19:42:00,ORD-02027,Friday,19
Carpaccio di Manzo,1,17.0,2026-02-27 19:05:00,ORD-02027,Friday,19
Fettuccine Alfredo,1,18.0,2026-02-27 19:11:00,ORD-02027,Friday,19
Bruschetta Trio,1,12.5,2026-02-27 19:39:00,ORD-02028,Friday,19
Spaghetti Carbonara,1,19.0,2026-02-27 19:33:00,ORD-02028,Friday,19
House Red Wine,1,12.0,2026-02-27 19:52:00,ORD-02028,Friday,19
Cacio e Pepe,2,34.0,2026-02-27 19:12:00,ORD-02029,Friday,19
Chicken Parmigiana,1,24.0,2026-02-27 19:44:00,ORD-02029,Friday,19
Fettuccine Alfredo,1,18.0,2026-02-27 19:38:00,ORD-02030,Friday,19
Caesar Salad,2,26.0,2026-02-27 19:03:00,ORD-02030,Friday,19
Cappuccino,1,5.5,2026-02-27 19:51:00,ORD-02030,Friday,19
Margherita Pizza,1,16.0,2026-02-27 19:06:00,ORD-02031,Friday,19
Caesar Salad,1,13.0,2026-02-27 19:31:00,ORD-02031,Friday,19
Aperol Spritz,1,14.0,2026-02-27 19:37:00,ORD-02031,Friday,19
Osso Buco,2,68.0,2026-02-27 20:09:00,ORD-02032,Friday,20
Affogato,1,8.0,2026-02-27 20:22:00,ORD-02032,Friday,20
Margherita Pizza,1,16.0,2026-02-27 20:39:00,ORD-02032,Friday,20
Cacio e Pepe,1,17.0,2026-02-27 20:55:00,ORD-02033,Friday,20
Caesar Salad,1,13.0,2026-02-27 20:00:00,ORD-02033,Friday,20
Calamari Fritti,1,14.0,2026-02-27 20:04:00,ORD-02033,Friday,20
Burrata Caprese,1,16.0,2026-02-27 20:01:00,ORD-02034,Friday,20
Rigatoni Bolognese,1,20.0,2026-02-27 20:10:00,ORD-02034,Friday,20
Tiramisu,1,12.0,2026-02-27 20:43:00,ORD-02034,Friday,20
Limoncello,2,18.0,2026-02-27 20:28:00,ORD-02034,Friday,20
Chicken Parmigiana,1,24.0,2026-02-27 20:29:00,ORD-02035,Friday,20
Calamari Fritti,1,14.0,2026-02-27 20:32:00,ORD-02036,Friday,20
Linguine alle Vongole,1,22.0,2026-02-27 20:39:00,ORD-02036,Friday,20
House Red Wine,1,12.0,2026-02-27 20:53:00,ORD-02036,Friday,20
Chicken Parmigiana,1,24.0,2026-02-27 20:56:00,ORD-02037,Friday,20
House Red Wine,1,12.0,2026-02-27 20:40:00,ORD-02037,Friday,20
Tiramisu,2,24.0,2026-02-27 20:16:00,ORD-02037,Friday,20
Cappuccino,1,5.5,2026-02-27 20:06:00,ORD-02038,Friday,20
Lobster Ravioli,2,56.0,2026-02-27 20:00:00,ORD-02038,Friday,20
Espresso,1,4.0,2026-02-27 20:18:00,ORD-02038,Friday,20
Cannoli,1,9.0,2026-02-27 20:43:00,ORD-02038,Friday,20
House Red Wine,2,24.0,2026-02-27 20:02:00,ORD-02039,Friday,20
Panna Cotta,1,10.0,2026-02-27 20:41:00,ORD-02039,Friday,20
Chicken Parmigiana,1,24.0,2026-02-27 20:49:00,ORD-02040,Friday,20
House Red Wine,1,12.0,2026-02-27 20:56:00,ORD-02040,Friday,20
Tiramisu,1,12.0,2026-02-27 20:11:00,ORD-02040,Friday,20
Cacio e Pepe,1,17.0,2026-02-27 20:24:00,ORD-02041,Friday,20
Bruschetta Trio,1,12.5,2026-02-27 20:48:00,ORD-02041,Friday,20
Limoncello,1,9.0,2026-02-27 20:22:00,ORD-02041,Friday,20
Margherita Pizza,1,16.0,2026-02-27 20:22:00,ORD-02042,Friday,20
Cannoli,1,9.0,2026-02-27 20:39:00,ORD-02042,Friday,20
Linguine alle Vongole,1,22.0,2026-02-27 20:20:00,ORD-02043,Friday,20
Insalata Mista,1,11.0,2026-02-27 20:07:00,ORD-02043,Friday,20
Espresso,1,4.0,2026-02-27 20:57:00,ORD-02043,Friday,20
Caesar Salad,1,13.0,2026-02-27 20:12:00,ORD-02044,Friday,20
Chicken Parmigiana,1,24.0,2026-02-27 20:52:00,ORD-02044,Friday,20
Espresso,1,4.0,2026-02-27 20:49:00,ORD-02044,Friday,20
Panna Cotta,1,10.0,2026-02-27 20:50:00,ORD-02044,Friday,20
Chicken Parmigiana,1,24.0,2026-02-27 20:44:00,ORD-02045,Friday,20
House Red Wine,1,12.0,2026-02-27 20:34:00,ORD-02045,Friday,20
Tiramisu,2,24.0,2026-02-27 20:36:00,ORD-02045,Friday,20
Diavola Pizza,1,18.0,2026-02-27 20:04:00,ORD-02046,Friday,20
Aperol Spritz,1,14.0,2026-02-27 20:00:00,ORD-02046,Friday,20
Cannoli,1,9.0,2026-02-27 20:06:00,ORD-02046,Friday,20
Pizza Bianca,1,17.0,2026-02-27 20:30:00,ORD-02047,Friday,20
Penne Arrabbiata,1,16.0,2026-02-27 20:48:00,ORD-02047,Friday,20
Cappuccino,1,5.5,2026-02-27 20:35:00,ORD-02047,Friday,20
Bruschetta Trio,1,12.5,2026-02-27 20:21:00,ORD-02048,Friday,20
Aperol Spritz,1,14.0,2026-02-27 20:35:00,ORD-02048,Friday,20
Quattro Formaggi,1,19.0,2026-02-27 20:00:00,ORD-02048,Friday,20
Caesar Salad,2,26.0,2026-02-27 21:26:00,ORD-02049,Friday,21
Chicken Parmigiana,1,24.0,2026-02-27 21:09:00,ORD-02049,Friday,21
Espresso,1,4.0,2026-02-27 21:52:00,ORD-02049,Friday,21
House Red Wine,1,12.0,2026-02-27 21:48:00,ORD-02050,Friday,21
Chicken Parmigiana,2,48.0,2026-02-27 21:07:00,ORD-02050,Friday,21
Linguine alle Vongole,1,22.0,2026-02-27 21:49:00,ORD-02050,Friday,21
Burrata Caprese,1,16.0,2026-02-27 21:08:00,ORD-02051,Friday,21
Rigatoni Bolognese,1,20.0,2026-02-27 21:23:00,ORD-02051,Friday,21
Tiramisu,1,12.0,2026-02-27 21:31:00,ORD-02051,Friday,21
Caesar Salad,1,13.0,2026-02-27 21:10:00,ORD-02052,Friday,21
Diavola Pizza,1,18.0,2026-02-27 21:24:00,ORD-02052,Friday,21
Affogato,1,8.0,2026-02-27 21:18:00,ORD-02052,Friday,21
Carpaccio di Manzo,1,17.0,2026-02-27 21:29:00,ORD-02053,Friday,21
Affogato,1,8.0,2026-02-27 21:02:00,ORD-02053,Friday,21
Tiramisu,1,12.0,2026-02-27 21:23:00,ORD-02054,Friday,21
Margherita Pizza,1,16.0,2026-02-27 21:16:00,ORD-02054,Friday,21
Carpaccio di Manzo,1,17.0,2026-02-27 21:13:00,ORD-02055,Friday,21
Affogato,1,8.0,2026-02-27 21:20:00,ORD-02055,Friday,21
Margherita Pizza,1,16.0,2026-02-27 21:52:00,ORD-02056,Friday,21
Aperol Spritz,1,14.0,2026-02-27 21:19:00,ORD-02056,Friday,21
Chocolate Lava Cake,1,13.0,2026-02-27 21:20:00,ORD-02056,Friday,21
Fettuccine Alfredo,1,18.0,2026-02-27 21:09:00,ORD-02057,Friday,21
Diavola Pizza,2,36.0,2026-02-27 21:11:00,ORD-02057,Friday,21
Espresso,1,4.0,2026-02-27 21:53:00,ORD-02057,Friday,21
Bruschetta Trio,1,12.5,2026-02-27 21:00:00,ORD-02058,Friday,21
Spaghetti Carbonara,1,19.0,2026-02-27 21:57:00,ORD-02058,Friday,21
House Red Wine,1,12.0,2026-02-27 21:13:00,ORD-02058,Friday,21
Margherita Pizza,2,32.0,2026-02-27 21:13:00,ORD-02059,Friday,21
Caesar Salad,1,13.0,2026-02-27 21:58:00,ORD-02059,Friday,21
Burrata Caprese,1,16.0,2026-02-27 21:38:00,ORD-02060,Friday,21
Chicken Parmigiana,1,24.0,2026-02-27 21:57:00,ORD-02060,Friday,21
Limoncello,1,9.0,2026-02-27 21:01:00,ORD-02060,Friday,21
Spaghetti Carbonara,1,19.0,2026-02-27 22:43:00,ORD-02061,Friday,22
Bruschetta Trio,1,12.5,2026-02-27 22:53:00,ORD-02061,Friday,22
Calamari Fritti,1,14.0,2026-02-27 22:09:00,ORD-02061,Friday,22
Carpaccio di Manzo,1,17.0,2026-02-27 22:36:00,ORD-02061,Friday,22
House Red Wine,1,12.0,2026-02-27 22:05:00,ORD-02061,Friday,22
Chocolate Lava Cake,2,26.0,2026-02-27 22:20:00,ORD-02061,Friday,22
Panna Cotta,1,10.0,2026-02-27 22:26:00,ORD-02062,Friday,22
Chocolate Lava Cake,1,13.0,2026-02-27 22:47:00,ORD-02062,Friday,22
Espresso,1,4.0,2026-02-27 22:38:00,ORD-02062,Friday,22
Bruschetta Trio,1,12.5,2026-02-27 22:53:00,ORD-02063,Friday,22
Rigatoni Bolognese,1,20.0,2026-02-27 22:16:00,ORD-02063,Friday,22
Affogato,1,8.0,2026-02-27 22:11:00,ORD-02063,Friday,22
Cacio e Pepe,1,17.0,2026-02-27 22:41:00,ORD-02064,Friday,22
Tiramisu,1,12.0,2026-02-27 22:06:00,ORD-02064,Friday,22
Affogato,1,8.0,2026-02-27 22:04:00,ORD-02064,Friday,22
Chicken Parmigiana,1,24.0,2026-02-27 22:53:00,ORD-02064,Friday,22
Espresso,1,4.0,2026-02-27 22:34:00,ORD-02065,Friday,22
Aperol Spritz,1,14.0,2026-02-27 22:18:00,ORD-02065,Friday,22
Chicken Parmigiana,1,24.0,2026-02-27 22:35:00,ORD-02065,Friday,22
Tiramisu,1,12.0,2026-02-27 22:35:00,ORD-02065,Friday,22
Calamari Fritti,1,14.0,2026-02-27 22:37:00,ORD-02066,Friday,22
Linguine alle Vongole,1,22.0,2026-02-27 22:37:00,ORD-02066,Friday,22
House Red Wine,2,24.0,2026-02-27 22:11:00,ORD-02066,Friday,22
Caesar Salad,2,26.0,2026-02-28 11:36:00,ORD-02067,Saturday,11
Chicken Parmigiana,1,24.0,2026-02-28 11:00:00,ORD-02067,Saturday,11
Espresso,1,4.0,2026-02-28 11:56:00,ORD-02067,Saturday,11
Penne Arrabbiata,1,16.0,2026-02-28 11:34:00,ORD-02068,Saturday,11
Insalata Mista,1,11.0,2026-02-28 11:04:00,ORD-02068,Saturday,11
Affogato,1,8.0,2026-02-28 11:56:00,ORD-02068,Saturday,11
Espresso,2,8.0,2026-02-28 11:01:00,ORD-02068,Saturday,11
Spaghetti Carbonara,2,38.0,2026-02-28 11:43:00,ORD-02069,Saturday,11
House Red Wine,1,12.0,2026-02-28 11:02:00,ORD-02069,Saturday,11
Insalata Mista,1,11.0,2026-02-28 11:12:00,ORD-02069,Saturday,11
Calamari Fritti,1,14.0,2026-02-28 11:17:00,ORD-02070,Saturday,11
Linguine alle Vongole,1,22.0,2026-02-28 11:14:00,ORD-02070,Saturday,11
House Red Wine,2,24.0,2026-02-28 11:55:00,ORD-02070,Saturday,11
Caesar Salad,2,26.0,2026-02-28 11:00:00,ORD-02071,Saturday,11
House Red Wine,1,12.0,2026-02-28 11:36:00,ORD-02071,Saturday,11
Calamari Fritti,1,14.0,2026-02-28 11:10:00,ORD-02072,Saturday,11
Linguine alle Vongole,2,44.0,2026-02-28 11:39:00,ORD-02072,Saturday,11
House Red Wine,1,12.0,2026-02-28 11:52:00,ORD-02072,Saturday,11
Penne Arrabbiata,1,16.0,2026-02-28 12:44:00,ORD-02073,Saturday,12
Insalata Mista,1,11.0,2026-02-28 12:48:00,ORD-02073,Saturday,12
Affogato,1,8.0,2026-02-28 12:34:00,ORD-02073,Saturday,12
Limoncello,2,18.0,2026-02-28 12:10:00,ORD-02073,Saturday,12
Diavola Pizza,1,18.0,2026-02-28 12:27:00,ORD-02074,Saturday,12
Cappuccino,1,5.5,2026-02-28 12:53:00,ORD-02074,Saturday,12
Rigatoni Bolognese,1,20.0,2026-02-28 12:13:00,ORD-02075,Saturday,12
Diavola Pizza,1,18.0,2026-02-28 12:16:00,ORD-02075,Saturday,12
Espresso,1,4.0,2026-02-28 12:40:00,ORD-02075,Saturday,12
Cacio e Pepe,1,17.0,2026-02-28 12:00:00,ORD-02076,Saturday,12
Aperol Spritz,1,14.0,2026-02-28 12:34:00,ORD-02077,Saturday,12
Diavola Pizza,1,18.0,2026-02-28 12:45:00,ORD-02077,Saturday,12
Fettuccine Alfredo,1,18.0,2026-02-28 12:19:00,ORD-02078,Saturday,12
Linguine alle Vongole,2,44.0,2026-02-28 12:15:00,ORD-02078,Saturday,12
Margherita Pizza,1,16.0,2026-02-28 12:17:00,ORD-02078,Saturday,12
Cappuccino,1,5.5,2026-02-28 12:36:00,ORD-02078,Saturday,12
Fettuccine Alfredo,2,36.0,2026-02-28 12:15:00,ORD-02079,Saturday,12
Chocolate Lava Cake,1,13.0,2026-02-28 12:02:00,ORD-02079,Saturday,12
Cappuccino,1,5.5,2026-02-28 12:23:00,ORD-02079,Saturday,12
Rigatoni Bolognese,1,20.0,2026-02-28 12:21:00,ORD-02080,Saturday,12
Limoncello,1,9.0,2026-02-28 12:50:00,ORD-02080,Saturday,12
Chicken Parmigiana,1,24.0,2026-02-28 12:57:00,ORD-02080,Saturday,12
Chicken Parmigiana,1,24.0,2026-02-28 12:52:00,ORD-02081,Saturday,12
House Red Wine,1,12.0,2026-02-28 12:35:00,ORD-02081,Saturday,12
Tiramisu,1,12.0,2026-02-28 12:50:00,ORD-02081,Saturday,12
Caesar Salad,1,13.0,2026-02-28 12:10:00,ORD-02082,Saturday,12
Chicken Parmigiana,1,24.0,2026-02-28 12:15:00,ORD-02082,Saturday,12
Espresso,1,4.0,2026-02-28 12:10:00,ORD-02082,Saturday,12
Pizza Bianca,2,34.0,2026-02-28 12:14:00,ORD-02083,Saturday,12
Limoncello,1,9.0,2026-02-28 12:53:00,ORD-02083,Saturday,12
Caesar Salad,1,13.0,2026-02-28 12:38:00,ORD-02084,Saturday,12
Fettuccine Alfredo,1,18.0,2026-02-28 12:58:00,ORD-02084,Saturday,12
Spaghetti Carbonara,1,19.0,2026-02-28 12:29:00,ORD-02085,Saturday,12
Chicken Parmigiana,1,24.0,2026-02-28 12:23:00,ORD-02085,Saturday,12
Fettuccine Alfredo,1,18.0,2026-02-28 12:04:00,ORD-02085,Saturday,12
Calamari Fritti,2,28.0,2026-02-28 12:21:00,ORD-02086,Saturday,12
